route_id,route_name,company_name,response_order,station_order,sttn_id,sttn_nm,longitude,latitude,turn_seq,up_down,first_time,last_time
42002128,957,강릉-동진버스,19,19,4201075,분수동,129.02442625222523,37.68416226671518,10,,07:40,18:05
42002128,957,강릉-동진버스,20,20,4200019,강동무료주차장,129.03136520192535,37.68890256497467,10,,07:40,18:05
42002129,957-1,강릉-동진버스,1,1,4200005,강동무료주차장,129.03151265934136,37.688945395109045,5,,-,07:05
42002129,957-1,강릉-동진버스,2,2,4201074,분수동,129.02438633004448,37.68420512704344,5,,-,07:05
42002129,957-1,강릉-동진버스,3,3,4201082,산성우2리마을회관,129.02269902654416,37.678299838704675,5,,-,07:05
42002129,957-1,강릉-동진버스,4,4,4201084,산성우2리,129.01725588482054,37.67160656267303,5,,-,07:05
42002129,957-1,강릉-동진버스,5,5,4201091,피내,129.0067163489339,37.64587762691358,5,,-,07:05
42002129,957-1,강릉-동진버스,6,6,4201085,산성우2리,129.01735333412336,37.671618793132126,5,,-,07:05
42002129,957-1,강릉-동진버스,7,7,4201083,산성우2리마을회관,129.02279471216545,37.67820045840464,5,,-,07:05
42002129,957-1,강릉-동진버스,8,8,4201079,오리동,129.01320324945965,37.682803393955474,5,,-,07:05
42002129,957-1,강릉-동진버스,9,9,4201075,분수동,129.02442625222523,37.68416226671518,5,,-,07:05
42002129,957-1,강릉-동진버스,10,10,4200019,강동무료주차장,129.03136520192535,37.68890256497467,5,,-,07:05
42002099,961 (운행 폐지),강릉-동진버스,1,1,4202032,옥계현내시장,129.03512810350702,37.608949806593664,17,,,
42002099,961 (운행 폐지),강릉-동진버스,2,2,4202012,현내1리연탄직매장,129.03280124237224,37.6062049238953,17,,,
42002099,961 (운행 폐지),강릉-동진버스,3,3,4201098,옥계119안전센터,129.0299579795461,37.602418475944106,17,,,
42002099,961 (운행 폐지),강릉-동진버스,4,4,4200737,한라아파트,129.03082754941428,37.598166681025575,17,,,
42002099,961 (운행 폐지),강릉-동진버스,5,5,4200545,동산교,129.03188210282585,37.596478436012994,17,,,
42002099,961 (운행 폐지),강릉-동진버스,6,6,4201283,남양3리입구,129.03313884463265,37.593033115433954,17,,,
42002099,961 (운행 폐지),강릉-동진버스,7,7,4200738,남양3리마을회관,129.03540040998968,37.59157285051617,17,,,
42002099,961 (운행 폐지),강릉-동진버스,8,8,4201284,올밑,129.03979791391387,37.58885317796911,17,,,
42002099,961 (운행 폐지),강릉-동진버스,9,9,4201285,옥골,129.0451011119314,37.58480257343729,17,,,
42002099,961 (운행 폐지),강릉-동진버스,10,10,4201286,너구리골,129.0453774808948,37.58278119535933,17,,,
42002099,961 (운행 폐지),강릉-동진버스,11,11,4201287,남양리옛경로당,129.03508624074675,37.582691373708194,17,,,
42002099,961 (운행 폐지),강릉-동진버스,12,12,4201288,남양1리경로당,129.03154436503664,37.58248287177823,17,,,
42002099,961 (운행 폐지),강릉-동진버스,13,13,4200597,남양보건진료소,129.02994555182676,37.58125941742724,17,,,
42002099,961 (운행 폐지),강릉-동진버스,14,14,4201290,버들골,129.02605567209912,37.579297897903295,17,,,
42002099,961 (운행 폐지),강릉-동진버스,15,15,4201292,흑시골,129.023679012477,37.57773843891508,17,,,
42002099,961 (운행 폐지),강릉-동진버스,16,16,4201294,남양2리교,129.01479874463647,37.571994595503725,17,,,
42002099,961 (운행 폐지),강릉-동진버스,17,17,4201296,남양2리경로당,129.012950139964,37.56658372788056,17,,,
42002099,961 (운행 폐지),강릉-동진버스,18,18,4201295,남양2리교,129.01486079643942,37.57192160373686,17,,,
42002099,961 (운행 폐지),강릉-동진버스,19,19,4201293,흑시골,129.02374105990518,37.577665442657434,17,,,
42002099,961 (운행 폐지),강릉-동진버스,20,20,4201291,버들골,129.02611729989363,37.57922947953465,17,,,
42002099,961 (운행 폐지),강릉-동진버스,21,21,4200596,남양보건진료소,129.030003520806,37.581216311095346,17,,,
42002099,961 (운행 폐지),강릉-동진버스,22,22,4201289,남양1리경로당,129.03162816015924,37.582429974327795,17,,,
42002099,961 (운행 폐지),강릉-동진버스,23,23,4201096,한라아파트,129.0309268732134,37.598168202920746,17,,,
42002099,961 (운행 폐지),강릉-동진버스,24,24,4201097,옥계119안전센터,129.03045031861078,37.60261800571139,17,,,
42002099,961 (운행 폐지),강릉-동진버스,25,25,4202002,현내1리연탄직매장,129.03293193002432,37.60609468782852,17,,,
42002099,961 (운행 폐지),강릉-동진버스,26,26,4202022,옥계현내시장,129.03523947374634,37.60889735545031,17,,,
42091017,961-1,강릉-동해상사,1,1,4202032,옥계현내시장,129.03512810350702,37.608949806593664,15,,18:00,18:00
42091017,961-1,강릉-동해상사,2,2,4202012,현내1리연탄직매장,129.03280124237224,37.6062049238953,15,,18:00,18:00
42091017,961-1,강릉-동해상사,3,3,4201098,옥계119안전센터,129.0299579795461,37.602418475944106,15,,18:00,18:00
42091017,961-1,강릉-동해상사,4,4,4200737,한라아파트,129.03082754941428,37.598166681025575,15,,18:00,18:00
42091017,961-1,강릉-동해상사,5,5,4200545,동산교,129.03188210282585,37.596478436012994,15,,18:00,18:00
42091017,961-1,강릉-동해상사,6,6,4201283,남양3리입구,129.03313884463265,37.593033115433954,15,,18:00,18:00
42091017,961-1,강릉-동해상사,7,7,4200738,남양3리마을회관,129.03540040998968,37.59157285051617,15,,18:00,18:00
42091017,961-1,강릉-동해상사,8,8,4201284,올밑,129.03979791391387,37.58885317796911,15,,18:00,18:00
42091017,961-1,강릉-동해상사,9,9,4201285,옥골,129.0451011119314,37.58480257343729,15,,18:00,18:00
42091017,961-1,강릉-동해상사,10,10,4201286,너구리골,129.0453774808948,37.58278119535933,15,,18:00,18:00
42091017,961-1,강릉-동해상사,11,11,4201288,남양1리경로당,129.03154436503664,37.58248287177823,15,,18:00,18:00
42091017,961-1,강릉-동해상사,12,12,4201290,버들골,129.02605567209912,37.579297897903295,15,,18:00,18:00
42091017,961-1,강릉-동해상사,13,13,4201292,흑시골,129.023679012477,37.57773843891508,15,,18:00,18:00
42091017,961-1,강릉-동해상사,14,14,4201294,남양2리교,129.01479874463647,37.571994595503725,15,,18:00,18:00
42091017,961-1,강릉-동해상사,15,15,4201296,남양2리경로당,129.012950139964,37.56658372788056,15,,18:00,18:00
42091017,961-1,강릉-동해상사,16,16,4201295,남양2리교,129.01486079643942,37.57192160373686,15,,18:00,18:00
42091017,961-1,강릉-동해상사,17,17,4201293,흑시골,129.02374105990518,37.577665442657434,15,,18:00,18:00
42091017,961-1,강릉-동해상사,18,18,4201291,버들골,129.02611729989363,37.57922947953465,15,,18:00,18:00
42091017,961-1,강릉-동해상사,19,19,4201289,남양1리경로당,129.03162816015924,37.582429974327795,15,,18:00,18:00
42091017,961-1,강릉-동해상사,20,20,4201096,한라아파트,129.0309268732134,37.598168202920746,15,,18:00,18:00
42091017,961-1,강릉-동해상사,21,21,4201097,옥계119안전센터,129.03045031861078,37.60261800571139,15,,18:00,18:00
42091017,961-1,강릉-동해상사,22,22,4202002,현내1리연탄직매장,129.03293193002432,37.60609468782852,15,,18:00,18:00
42091017,961-1,강릉-동해상사,23,23,4202022,옥계현내시장,129.03523947374634,37.60889735545031,15,,18:00,18:00
42091017,961-1,강릉-동해상사,24,24,4202042,옥계면사무소,129.03870359107486,37.61225376052538,15,,18:00,18:00
42091017,961-1,강릉-동해상사,25,25,4201105,농협주유소,129.03818611643504,37.61343914150935,15,,18:00,18:00
42091017,961-1,강릉-동해상사,26,26,4202062,주수1리,129.04484649940426,37.61466278284313,15,,18:00,18:00
42091017,961-1,강릉-동해상사,27,27,4202082,옥계역,129.0492092887644,37.61767316323472,15,,18:00,18:00
42091017,961-1,강릉-동해상사,28,28,4202102,주수2리,129.05347399898523,37.618026714837086,15,,18:00,18:00
42091017,961-1,강릉-동해상사,29,29,4202122,한라시멘트,129.0576841685535,37.617825813670024,15,,18:00,18:00
42091017,961-1,강릉-동해상사,30,30,4202142,도직리,129.067789814241,37.60871993490825,15,,18:00,18:00
42091017,961-1,강릉-동해상사,31,31,4210170,석두골,129.08078093552112,37.597273368358216,15,,18:00,18:00
42091017,961-1,강릉-동해상사,32,32,4210160,기곡,129.0833234411589,37.595318469898956,15,,18:00,18:00
42091017,961-1,강릉-동해상사,33,33,4210180,망상해변,129.08971977526932,37.59139227185862,15,,18:00,18:00
42091017,961-1,강릉-동해상사,34,34,4213300,망상삼거리,129.09534669780606,37.588146850872015,15,,18:00,18:00
42091017,961-1,강릉-동해상사,35,35,4210330,망상역,129.09846825644607,37.58600711060801,15,,18:00,18:00
42091017,961-1,강릉-동해상사,36,36,4213440,노봉차고지(미정차),129.10097677894274,37.58452872966948,15,,18:00,18:00
42002100,962 (운행 폐지),강릉-동진버스,1,1,4202032,옥계현내시장,129.03512810350702,37.608949806593664,14,,,
42002100,962 (운행 폐지),강릉-동진버스,2,2,4202012,현내1리연탄직매장,129.03280124237224,37.6062049238953,14,,,
42002100,962 (운행 폐지),강릉-동진버스,3,3,4201098,옥계119안전센터,129.0299579795461,37.602418475944106,14,,,
42002100,962 (운행 폐지),강릉-동진버스,4,4,4201308,현내교,129.02929130812174,37.60128987598838,14,,,
42002100,962 (운행 폐지),강릉-동진버스,5,5,4201310,설암마을,128.99822461811513,37.59527911024018,14,,,
42002100,962 (운행 폐지),강릉-동진버스,6,6,4201312,음촌,128.9943519708324,37.590218452220576,14,,,
42002100,962 (운행 폐지),강릉-동진버스,7,7,4201314,하반암,128.98089810223846,37.584168867911764,14,,,
42002100,962 (운행 폐지),강릉-동진버스,8,8,4201316,상반암,128.97543453934762,37.581480242671276,14,,,
42002100,962 (운행 폐지),강릉-동진버스,9,9,4201318,상반암2교,128.97515057257976,37.579938893006116,14,,,
42002100,962 (운행 폐지),강릉-동진버스,10,10,4201320,산계2리,128.97246971139714,37.57976114585706,14,,,
