"사고다발지fid","사고다발지id","법정동코드","지점코드","시도시군구명","지점명","사고건수","사상자수","사망자수","중상자수","경상자수","부상신고자수","경도","위도","다발지역폴리곤"
6837325,"2023026","4817010400","48170001  ",경상남도 진주시1,경상남도 진주시 칠암동(진주정토회진주정토법 인근),12,15,0,11,4,0,128.088043574953,35.185104649564,"{""type"":""Polygon"",""coordinates"":[[[128.08939105,35.18490379],[128.08936516,35.18468797],[128.08928848,35.18448045],[128.08916396,35.1842892],[128.08899638,35.18412156],[128.08879219,35.18398398],[128.08855923,35.18388176],[128.08830645,35.1838188],[128.08804357,35.18379755],[128.0877807,35.1838188],[128.08752792,35.18388176],[128.08729496,35.18398398],[128.08709077,35.18412156],[128.08692319,35.1842892],[128.08679867,35.18448045],[128.08672199,35.18468797],[128.0866961,35.18490379],[128.08672199,35.1851196],[128.08679867,35.18532712],[128.08692319,35.18551838],[128.08709077,35.18568601],[128.08729496,35.18582358],[128.08752792,35.18592581],[128.0877807,35.18598876],[128.08804357,35.18601001],[128.08830645,35.18598876],[128.08855923,35.18592581],[128.08879219,35.18582358],[128.08899638,35.18568601],[128.08916396,35.18551838],[128.08928848,35.18532712],[128.08936516,35.1851196],[128.08939105,35.18490379]]]}"
6837326,"2023026","4817011800","48170002  ",경상남도 진주시2,경상남도 진주시 옥봉동(구부산교통사거리 인근),10,12,0,5,7,0,128.088204255024,35.194169776218,"{""type"":""Polygon"",""coordinates"":[[[128.08955173,35.1939688],[128.08952584,35.19375301],[128.08944916,35.19354551],[128.08932464,35.19335428],[128.08915706,35.19318666],[128.08895287,35.1930491],[128.08871991,35.19294689],[128.08846713,35.19288394],[128.08820426,35.19286269],[128.08794138,35.19288394],[128.0876886,35.19294689],[128.08745564,35.1930491],[128.08725145,35.19318666],[128.08708387,35.19335428],[128.08695935,35.19354551],[128.08688267,35.19375301],[128.08685678,35.1939688],[128.08688267,35.19418459],[128.08695935,35.19439209],[128.08708387,35.19458332],[128.08725145,35.19475093],[128.08745564,35.19488849],[128.0876886,35.19499071],[128.08794138,35.19505365],[128.08820426,35.1950749],[128.08846713,35.19505365],[128.08871991,35.19499071],[128.08895287,35.19488849],[128.08915706,35.19475093],[128.08932464,35.19458332],[128.08944916,35.19439209],[128.08952584,35.19418459],[128.08955173,35.1939688]]]}"
6837327,"2023026","4817013100","48170003  ",경상남도 진주시3,경상남도 진주시 가좌동(개양오거리 인근),9,11,0,3,8,0,128.107684951001,35.159114243333,"{""type"":""Polygon"",""coordinates"":[[[128.10903242,35.15891371],[128.10900653,35.15869782],[128.10892985,35.15849023],[128.10880533,35.15829892],[128.10863776,35.15813123],[128.10843357,35.15799361],[128.10820061,35.15789134],[128.10794783,35.15782837],[128.10768495,35.15780711],[128.10742207,35.15782837],[128.1071693,35.15789134],[128.10693634,35.15799361],[128.10673214,35.15813123],[128.10656457,35.15829892],[128.10644005,35.15849023],[128.10636337,35.15869782],[128.10633748,35.15891371],[128.10636337,35.15912959],[128.10644005,35.15933718],[128.10656457,35.15952849],[128.10673214,35.15969618],[128.10693634,35.1598338],[128.1071693,35.15993605],[128.10742207,35.15999902],[128.10768495,35.16002029],[128.10794783,35.15999902],[128.10820061,35.15993605],[128.10843357,35.1598338],[128.10863776,35.15969618],[128.10880533,35.15952849],[128.10892985,35.15933718],[128.10900653,35.15912959],[128.10903242,35.15891371]]]}"
6837330,"2023026","4822011100","48220001  ",경상남도 통영시1,경상남도 통영시 무전동(무전동1010 인근),26,37,0,8,28,1,128.428495842612,34.857524952126,"{""type"":""Polygon"",""coordinates"":[[[128.42984332,34.85732816],[128.42981742,34.85711147],[128.42974075,34.85690311],[128.42961623,34.85671108],[128.42944865,34.85654277],[128.42924446,34.85640463],[128.4290115,34.85630199],[128.42875872,34.85623878],[128.42849584,34.85621744],[128.42823296,34.85623878],[128.42798019,34.85630199],[128.42774723,34.85640463],[128.42754304,34.85654277],[128.42737546,34.85671108],[128.42725094,34.85690311],[128.42717426,34.85711147],[128.42714837,34.85732816],[128.42717426,34.85754485],[128.42725094,34.85775321],[128.42737546,34.85794524],[128.42754304,34.85811355],[128.42774723,34.85825168],[128.42798019,34.85835432],[128.42823296,34.85841753],[128.42849584,34.85843887],[128.42875872,34.85841753],[128.4290115,34.85835432],[128.42924446,34.85825168],[128.42944865,34.85811355],[128.42961623,34.85794524],[128.42974075,34.85775321],[128.42981742,34.85754485],[128.42984332,34.85732816]]]}"
6837331,"2023026","4822011100","48220002  ",경상남도 통영시2,경상남도 통영시 무전동(KEB하나은행통영지점 인근),18,25,0,6,18,1,128.427598419035,34.859970586485,"{""type"":""Polygon"",""coordinates"":[[[128.42894589,34.85977377],[128.42892,34.85955708],[128.42884332,34.85934873],[128.4287188,34.8591567],[128.42855123,34.85898839],[128.42834703,34.85885026],[128.42811407,34.85874763],[128.4278613,34.85868442],[128.42759842,34.85866308],[128.42733554,34.85868442],[128.42708276,34.85874763],[128.4268498,34.85885026],[128.42664561,34.85898839],[128.42647804,34.8591567],[128.42635352,34.85934873],[128.42627684,34.85955708],[128.42625095,34.85977377],[128.42627684,34.85999045],[128.42635352,34.8601988],[128.42647804,34.86039082],[128.42664561,34.86055913],[128.4268498,34.86069726],[128.42708276,34.86079989],[128.42733554,34.8608631],[128.42759842,34.86088444],[128.4278613,34.8608631],[128.42811407,34.86079989],[128.42834703,34.86069726],[128.42855123,34.86055913],[128.4287188,34.86039082],[128.42884332,34.8601988],[128.42892,34.85999045],[128.42894589,34.85977377]]]}"
6837332,"2023026","4822010400","48220003  ",경상남도 통영시3,경상남도 통영시 항남동(동아인쇄광고석사 인근),17,21,0,11,7,3,128.420275763919,34.842136836058,"{""type"":""Polygon"",""coordinates"":[[[128.42162324,34.84194024],[128.42159735,34.84172351],[128.42152067,34.8415151],[128.42139615,34.84132304],[128.42122857,34.84115469],[128.42102438,34.84101653],[128.42079142,34.84091387],[128.42053864,34.84085065],[128.42027576,34.84082931],[128.42001288,34.84085065],[128.41976011,34.84091387],[128.41952715,34.84101653],[128.41932296,34.84115469],[128.41915538,34.84132304],[128.41903086,34.8415151],[128.41895418,34.84172351],[128.41892829,34.84194024],[128.41895418,34.84215697],[128.41903086,34.84236537],[128.41915538,34.84255743],[128.41932296,34.84272577],[128.41952715,34.84286393],[128.41976011,34.84296659],[128.42001288,34.84302981],[128.42027576,34.84305115],[128.42053864,34.84302981],[128.42079142,34.84296659],[128.42102438,34.84286393],[128.42122857,34.84272577],[128.42139615,34.84255743],[128.42152067,34.84236537],[128.42159735,34.84215697],[128.42162324,34.84194024]]]}"
6837375,"2023026","4824025000","48240001  ",경상남도 사천시1,경상남도 사천시 사천읍(수석5리사거리 인근),15,29,0,4,21,4,128.083076788365,35.080246438329,"{""type"":""Polygon"",""coordinates"":[[[128.08442426,35.08004688],[128.08439837,35.07983079],[128.08432169,35.07962299],[128.08419717,35.07943149],[128.0840296,35.07926364],[128.0838254,35.07912588],[128.08359244,35.07902352],[128.08333967,35.07896049],[128.08307679,35.0789392],[128.08281391,35.07896049],[128.08256113,35.07902352],[128.08232817,35.07912588],[128.08212398,35.07926364],[128.08195641,35.07943149],[128.08183189,35.07962299],[128.08175521,35.07983079],[128.08172932,35.08004688],[128.08175521,35.08026298],[128.08183189,35.08047077],[128.08195641,35.08066227],[128.08212398,35.08083012],[128.08232817,35.08096787],[128.08256113,35.08107023],[128.08281391,35.08113326],[128.08307679,35.08115454],[128.08333967,35.08113326],[128.08359244,35.08107023],[128.0838254,35.08096787],[128.0840296,35.08083012],[128.08419717,35.08066227],[128.08432169,35.08047077],[128.08439837,35.08026298],[128.08442426,35.08004688]]]}"
6837376,"2023026","4824031000","48240002  ",경상남도 사천시2,경상남도 사천시 정동면(사천여고오거리 인근),14,20,0,2,17,1,128.086485044451,35.079864215668,"{""type"":""Polygon"",""coordinates"":[[[128.08783252,35.07966466],[128.08780663,35.07944857],[128.08772995,35.07924077],[128.08760543,35.07904927],[128.08743785,35.07888142],[128.08723366,35.07874366],[128.0870007,35.0786413],[128.08674792,35.07857826],[128.08648504,35.07855698],[128.08622217,35.07857826],[128.08596939,35.0786413],[128.08573643,35.07874366],[128.08553224,35.07888142],[128.08536466,35.07904927],[128.08524014,35.07924077],[128.08516346,35.07944857],[128.08513757,35.07966466],[128.08516346,35.07988076],[128.08524014,35.08008855],[128.08536466,35.08028005],[128.08553224,35.08044791],[128.08573643,35.08058566],[128.08596939,35.08068802],[128.08622217,35.08075105],[128.08648504,35.08077233],[128.08674792,35.08075105],[128.0870007,35.08068802],[128.08723366,35.08058566],[128.08743785,35.08044791],[128.08760543,35.08028005],[128.08772995,35.08008855],[128.08780663,35.07988076],[128.08783252,35.07966466]]]}"
6837377,"2023026","4824025000","48240003  ",경상남도 사천시3,경상남도 사천시 사천읍(수석리2523 인근),11,20,0,4,12,4,128.085997014752,35.083142875850,"{""type"":""Polygon"",""coordinates"":[[[128.08734449,35.08294328],[128.0873186,35.0827272],[128.08724192,35.08251941],[128.0871174,35.08232791],[128.08694982,35.08216007],[128.08674563,35.08202232],[128.08651267,35.08191996],[128.08625989,35.08185693],[128.08599701,35.08183565],[128.08573414,35.08185693],[128.08548136,35.08191996],[128.0852484,35.08202232],[128.08504421,35.08216007],[128.08487663,35.08232791],[128.08475211,35.08251941],[128.08467543,35.0827272],[128.08464954,35.08294328],[128.08467543,35.08315937],[128.08475211,35.08336715],[128.08487663,35.08355865],[128.08504421,35.08372649],[128.0852484,35.08386424],[128.08548136,35.08396659],[128.08573414,35.08402962],[128.08599701,35.08405091],[128.08625989,35.08402962],[128.08651267,35.08396659],[128.08674563,35.08386424],[128.08694982,35.08372649],[128.0871174,35.08355865],[128.08724192,35.08336715],[128.0873186,35.08315937],[128.08734449,35.08294328]]]}"
6837335,"2023026","4825010900","48250001  ",경상남도 김해시1,경상남도 김해시 외동(중앙사거리 인근),25,34,0,7,27,0,128.866700684504,35.234536385848,"{""type"":""Polygon"",""coordinates"":[[[128.86804816,35.23433491],[128.86802227,35.23411923],[128.86794559,35.23391183],[128.86782107,35.23372069],[128.86765349,35.23355316],[128.8674493,35.23341567],[128.86721634,35.23331351],[128.86696356,35.23325059],[128.86670068,35.23322935],[128.86643781,35.23325059],[128.86618503,35.23331351],[128.86595207,35.23341567],[128.86574788,35.23355316],[128.8655803,35.23372069],[128.86545578,35.23391183],[128.8653791,35.23411923],[128.86535321,35.23433491],[128.8653791,35.23455059],[128.86545578,35.23475798],[128.8655803,35.23494912],[128.86574788,35.23511665],[128.86595207,35.23525414],[128.86618503,35.2353563],[128.86643781,35.23541921],[128.86670068,35.23544045],[128.86696356,35.23541921],[128.86721634,35.2353563],[128.8674493,35.23525414],[128.86765349,35.23511665],[128.86782107,35.23494912],[128.86794559,35.23475798],[128.86802227,35.23455059],[128.86804816,35.23433491]]]}"
6837336,"2023026","4825010700","48250002  ",경상남도 김해시2,경상남도 김해시 삼계동(스타벅스김해삼계점 인근),24,33,0,9,23,1,128.871922886648,35.261431220477,"{""type"":""Polygon"",""coordinates"":[[[128.87327036,35.26122941],[128.87324447,35.2610138],[128.87316779,35.26080647],[128.87304327,35.2606154],[128.87287569,35.26044792],[128.8726715,35.26031048],[128.87243854,35.26020835],[128.87218577,35.26014545],[128.87192289,35.26012422],[128.87166001,35.26014545],[128.87140723,35.26020835],[128.87117427,35.26031048],[128.87097008,35.26044792],[128.8708025,35.2606154],[128.87067798,35.26080647],[128.87060131,35.2610138],[128.87057541,35.26122941],[128.87060131,35.26144502],[128.87067798,35.26165234],[128.8708025,35.26184341],[128.87097008,35.26201089],[128.87117427,35.26214833],[128.87140723,35.26225046],[128.87166001,35.26231335],[128.87192289,35.26233458],[128.87218577,35.26231335],[128.87243854,35.26225046],[128.8726715,35.26214833],[128.87287569,35.26201089],[128.87304327,35.26184341],[128.87316779,35.26165234],[128.87324447,35.26144502],[128.87327036,35.26122941]]]}"
6837337,"2023026","4825010300","48250003  ",경상남도 김해시3,경상남도 김해시 부원동(김해외국인력지원센터 인근),20,21,0,7,14,0,128.881557231098,35.233523118800,"{""type"":""Polygon"",""coordinates"":[[[128.8829047,35.23332165],[128.88287881,35.23310597],[128.88280213,35.23289857],[128.88267761,35.23270743],[128.88251004,35.2325399],[128.88230585,35.2324024],[128.88207289,35.23230024],[128.88182011,35.23223732],[128.88155723,35.23221608],[128.88129435,35.23223732],[128.88104158,35.23230024],[128.88080862,35.2324024],[128.88060442,35.2325399],[128.88043685,35.23270743],[128.88031233,35.23289857],[128.88023565,35.23310597],[128.88020976,35.23332165],[128.88023565,35.23353734],[128.88031233,35.23374474],[128.88043685,35.23393587],[128.88060442,35.2341034],[128.88080862,35.23424089],[128.88104158,35.23434306],[128.88129435,35.23440597],[128.88155723,35.23442721],[128.88182011,35.23440597],[128.88207289,35.23434306],[128.88230585,35.23424089],[128.88251004,35.2341034],[128.88267761,35.23393587],[128.88280213,35.23374474],[128.88287881,35.23353734],[128.8829047,35.23332165]]]}"
6837340,"2023026","4827036000","48270001  ",경상남도 밀양시1,경상남도 밀양시 상남면(예림사거리 인근),13,21,0,4,17,0,128.762677232079,35.469730087471,"{""type"":""Polygon"",""coordinates"":[[[128.76402471,35.46952568],[128.76399881,35.46931063],[128.76392213,35.46910384],[128.76379761,35.46891326],[128.76363004,35.46874622],[128.76342585,35.46860914],[128.76319289,35.46850727],[128.76294011,35.46844454],[128.76267723,35.46842336],[128.76241435,35.46844454],[128.76216158,35.46850727],[128.76192862,35.46860914],[128.76172442,35.46874622],[128.76155685,35.46891326],[128.76143233,35.46910384],[128.76135565,35.46931063],[128.76132976,35.46952568],[128.76135565,35.46974073],[128.76143233,35.46994751],[128.76155685,35.47013809],[128.76172442,35.47030512],[128.76192862,35.47044221],[128.76216158,35.47054407],[128.76241435,35.4706068],[128.76267723,35.47062798],[128.76294011,35.4706068],[128.76319289,35.47054407],[128.76342585,35.47044221],[128.76363004,35.47030512],[128.76379761,35.47013809],[128.76392213,35.46994751],[128.76399881,35.46974073],[128.76402471,35.46952568]]]}"
6837341,"2023026","4827010400","48270002  ",경상남도 밀양시2,경상남도 밀양시 삼문동(남천교 인근),10,17,0,6,10,1,128.748473049201,35.487975247157,"{""type"":""Polygon"",""coordinates"":[[[128.74982052,35.48777061],[128.74979463,35.48755561],[128.74971795,35.48734887],[128.74959343,35.48715834],[128.74942586,35.48699133],[128.74922167,35.48685428],[128.7489887,35.48675243],[128.74873593,35.48668972],[128.74847305,35.48666854],[128.74821017,35.48668972],[128.74795739,35.48675243],[128.74772443,35.48685428],[128.74752024,35.48699133],[128.74735267,35.48715834],[128.74722815,35.48734887],[128.74715147,35.48755561],[128.74712558,35.48777061],[128.74715147,35.48798561],[128.74722815,35.48819235],[128.74735267,35.48838288],[128.74752024,35.48854988],[128.74772443,35.48868693],[128.74795739,35.48878877],[128.74821017,35.48885148],[128.74847305,35.48887266],[128.74873593,35.48885148],[128.7489887,35.48878877],[128.74922167,35.48868693],[128.74942586,35.48854988],[128.74959343,35.48838288],[128.74971795,35.48819235],[128.74979463,35.48798561],[128.74982052,35.48777061]]]}"
6837342,"2023026","4827010200","48270003  ",경상남도 밀양시3,경상남도 밀양시 내이동(신촌오거리 인근),10,11,0,2,9,0,128.741580607268,35.501288087672,"{""type"":""Polygon"",""coordinates"":[[[128.74292808,35.50108328],[128.74290219,35.50086832],[128.74282551,35.50066161],[128.74270099,35.50047111],[128.74253341,35.50030414],[128.74232922,35.5001671],[128.74209626,35.50006528],[128.74184349,35.50000258],[128.74158061,35.4999814],[128.74131773,35.50000258],[128.74106495,35.50006528],[128.74083199,35.5001671],[128.7406278,35.50030414],[128.74046022,35.50047111],[128.7403357,35.50066161],[128.74025903,35.50086832],[128.74023313,35.50108328],[128.74025903,35.50129825],[128.7403357,35.50150495],[128.74046022,35.50169545],[128.7406278,35.50186242],[128.74083199,35.50199945],[128.74106495,35.50210127],[128.74131773,35.50216398],[128.74158061,35.50218515],[128.74184349,35.50216398],[128.74209626,35.50210127],[128.74232922,35.50199945],[128.74253341,35.50186242],[128.74270099,35.50169545],[128.74282551,35.50150495],[128.74290219,35.50129825],[128.74292808,35.50108328]]]}"
6837345,"2023026","4831010900","48310001  ",경상남도 거제시1,경상남도 거제시 고현동(한국SGI거제평화문화회 인근),21,24,1,6,15,2,128.622779450017,34.891611681345,"{""type"":""Polygon"",""coordinates"":[[[128.62412692,34.89141447],[128.62410103,34.89119787],[128.62402435,34.89098959],[128.62389983,34.89079765],[128.62373226,34.8906294],[128.62352807,34.89049133],[128.62329511,34.89038873],[128.62304233,34.89032555],[128.62277945,34.89030421],[128.62251657,34.89032555],[128.62226379,34.89038873],[128.62203083,34.89049133],[128.62182664,34.8906294],[128.62165907,34.89079765],[128.62153455,34.89098959],[128.62145787,34.89119787],[128.62143198,34.89141447],[128.62145787,34.89163107],[128.62153455,34.89183934],[128.62165907,34.89203129],[128.62182664,34.89219953],[128.62203083,34.8923376],[128.62226379,34.8924402],[128.62251657,34.89250338],[128.62277945,34.89252471],[128.62304233,34.89250338],[128.62329511,34.8924402],[128.62352807,34.8923376],[128.62373226,34.89219953],[128.62389983,34.89203129],[128.62402435,34.89183934],[128.62410103,34.89163107],[128.62412692,34.89141447]]]}"
6837346,"2023026","4831010900","48310002  ",경상남도 거제시2,경상남도 거제시 고현동(파출소앞 인근),17,22,0,3,19,0,128.624515490503,34.887225722800,"{""type"":""Polygon"",""coordinates"":[[[128.62586296,34.88702856],[128.62583707,34.88681195],[128.62576039,34.88660367],[128.62563587,34.88641171],[128.6254683,34.88624345],[128.62526411,34.88610537],[128.62503115,34.88600277],[128.62477837,34.88593958],[128.62451549,34.88591825],[128.62425261,34.88593958],[128.62399983,34.88600277],[128.62376687,34.88610537],[128.62356268,34.88624345],[128.62339511,34.88641171],[128.62327059,34.88660367],[128.62319391,34.88681195],[128.62316802,34.88702856],[128.62319391,34.88724517],[128.62327059,34.88745346],[128.62339511,34.88764542],[128.62356268,34.88781367],[128.62376687,34.88795175],[128.62399983,34.88805435],[128.62425261,34.88811753],[128.62451549,34.88813887],[128.62477837,34.88811753],[128.62503115,34.88805435],[128.62526411,34.88795175],[128.6254683,34.88781367],[128.62563587,34.88764542],[128.62576039,34.88745346],[128.62583707,34.88724517],[128.62586296,34.88702856]]]}"
6837347,"2023026","4831010900","48310003  ",경상남도 거제시3,경상남도 거제시 고현동(8번교차로 인근),15,26,0,9,17,0,128.630589076331,34.892828992874,"{""type"":""Polygon"",""coordinates"":[[[128.63193655,34.89263177],[128.63191066,34.89241517],[128.63183398,34.8922069],[128.63170946,34.89201495],[128.63154188,34.89184671],[128.63133769,34.89170864],[128.63110473,34.89160604],[128.63085196,34.89154286],[128.63058908,34.89152153],[128.6303262,34.89154286],[128.63007342,34.89160604],[128.62984046,34.89170864],[128.62963627,34.89184671],[128.62946869,34.89201495],[128.62934417,34.8922069],[128.62926749,34.89241517],[128.6292416,34.89263177],[128.62926749,34.89284836],[128.62934417,34.89305663],[128.62946869,34.89324857],[128.62963627,34.89341681],[128.62984046,34.89355488],[128.63007342,34.89365748],[128.6303262,34.89372066],[128.63058908,34.89374199],[128.63085196,34.89372066],[128.63110473,34.89365748],[128.63133769,34.89355488],[128.63154188,34.89341681],[128.63170946,34.89324857],[128.63183398,34.89305663],[128.63191066,34.89284836],[128.63193655,34.89263177]]]}"
6837365,"2023026","4833010300","48330001  ",경상남도 양산시1,경상남도 양산시 중부동(중부동69815 인근),22,26,0,9,14,3,129.027765096412,35.335438566637,"{""type"":""Polygon"",""coordinates"":[[[129.02911257,35.33523583],[129.02908668,35.33502042],[129.02901,35.33481329],[129.02888548,35.33462239],[129.0287179,35.33445507],[129.02851371,35.33431775],[129.02828075,35.33421571],[129.02802798,35.33415288],[129.0277651,35.33413166],[129.02750222,35.33415288],[129.02724944,35.33421571],[129.02701648,35.33431775],[129.02681229,35.33445507],[129.02664471,35.33462239],[129.02652019,35.33481329],[129.02644351,35.33502042],[129.02641762,35.33523583],[129.02644351,35.33545124],[129.02652019,35.33565838],[129.02664471,35.33584927],[129.02681229,35.33601659],[129.02701648,35.33615391],[129.02724944,35.33625594],[129.02750222,35.33631877],[129.0277651,35.33633999],[129.02802798,35.33631877],[129.02828075,35.33625594],[129.02851371,35.33615391],[129.0287179,35.33601659],[129.02888548,35.33584927],[129.02901,35.33565838],[129.02908668,35.33545124],[129.02911257,35.33523583]]]}"
6837366,"2023026","4833012000","48330002  ",경상남도 양산시2,경상남도 양산시 덕계동(천불사입구교차로 인근),18,27,1,2,19,5,129.152368386342,35.373720616112,"{""type"":""Polygon"",""coordinates"":[[[129.15371586,35.3735174],[129.15368997,35.3733021],[129.15361329,35.37309506],[129.15348877,35.37290425],[129.15332119,35.37273701],[129.153117,35.37259976],[129.15288404,35.37249777],[129.15263127,35.37243497],[129.15236839,35.37241376],[129.15210551,35.37243497],[129.15185273,35.37249777],[129.15161977,35.37259976],[129.15141558,35.37273701],[129.151248,35.37290425],[129.15112348,35.37309506],[129.1510468,35.3733021],[129.15102091,35.3735174],[129.1510468,35.37373271],[129.15112348,35.37393975],[129.151248,35.37413055],[129.15141558,35.37429779],[129.15161977,35.37443504],[129.15185273,35.37453702],[129.15210551,35.37459983],[129.15236839,35.37462103],[129.15263127,35.37459983],[129.15288404,35.37453702],[129.153117,35.37443504],[129.15332119,35.37429779],[129.15348877,35.37413055],[129.15361329,35.37393975],[129.15368997,35.37373271],[129.15371586,35.3735174]]]}"
6837367,"2023026","4833011500","48330003  ",경상남도 양산시3,경상남도 양산시 명동(76번교차로 인근),14,17,0,5,10,2,129.163899482827,35.406578837241,"{""type"":""Polygon"",""coordinates"":[[[129.16524696,35.40637522],[129.16522106,35.40615999],[129.16514439,35.40595304],[129.16501987,35.40576232],[129.16485229,35.40559514],[129.1646481,35.40545795],[129.16441514,35.405356],[129.16416236,35.40529322],[129.16389948,35.40527203],[129.1636366,35.40529322],[129.16338383,35.405356],[129.16315087,35.40545795],[129.16294668,35.40559514],[129.1627791,35.40576232],[129.16265458,35.40595304],[129.1625779,35.40615999],[129.16255201,35.40637522],[129.1625779,35.40659044],[129.16265458,35.40679738],[129.1627791,35.40698811],[129.16294668,35.40715528],[129.16315087,35.40729247],[129.16338383,35.40739442],[129.1636366,35.40745719],[129.16389948,35.40747839],[129.16416236,35.40745719],[129.16441514,35.40739442],[129.1646481,35.40729247],[129.16485229,35.40715528],[129.16501987,35.40698811],[129.16514439,35.40679738],[129.16522106,35.40659044],[129.16524696,35.40637522]]]}"
6837350,"2023026","4872025000","48720001  ",경상남도 의령군1,경상남도 의령군 의령읍(의병사거리 인근),8,8,0,3,4,1,128.262191111733,35.316975609138,"{""type"":""Polygon"",""coordinates"":[[[128.26353858,35.3167731],[128.26351269,35.31655764],[128.26343601,35.31635046],[128.26331149,35.31615952],[128.26314392,35.31599216],[128.26293973,35.31585481],[128.26270677,35.31575275],[128.26245399,35.3156899],[128.26219111,35.31566868],[128.26192823,35.3156899],[128.26167546,35.31575275],[128.2614425,35.31585481],[128.2612383,35.31599216],[128.26107073,35.31615952],[128.26094621,35.31635046],[128.26086953,35.31655764],[128.26084364,35.3167731],[128.26086953,35.31698857],[128.26094621,35.31719575],[128.26107073,35.31738668],[128.2612383,35.31755404],[128.2614425,35.31769139],[128.26167546,35.31779345],[128.26192823,35.31785629],[128.26219111,35.31787752],[128.26245399,35.31785629],[128.26270677,35.31779345],[128.26293973,35.31769139],[128.26314392,35.31755404],[128.26331149,35.31738668],[128.26343601,35.31719575],[128.26351269,35.31698857],[128.26353858,35.3167731]]]}"
6837351,"2023026","4872039000","48720002  ",경상남도 의령군2,경상남도 의령군 부림면(신반시외버스터미널 인근),6,7,0,1,5,1,128.324480075797,35.466096399228,"{""type"":""Polygon"",""coordinates"":[[[128.32582755,35.46589203],[128.32580166,35.46567697],[128.32572498,35.46547018],[128.32560046,35.46527959],[128.32543288,35.46511254],[128.32522869,35.46497545],[128.32499573,35.46487358],[128.32474295,35.46481085],[128.32448008,35.46478967],[128.3242172,35.46481085],[128.32396442,35.46487358],[128.32373146,35.46497545],[128.32352727,35.46511254],[128.32335969,35.46527959],[128.32323517,35.46547018],[128.32315849,35.46567697],[128.3231326,35.46589203],[128.32315849,35.46610709],[128.32323517,35.46631389],[128.32335969,35.46650447],[128.32352727,35.46667152],[128.32373146,35.46680861],[128.32396442,35.46691048],[128.3242172,35.46697321],[128.32448008,35.46699439],[128.32474295,35.46697321],[128.32499573,35.46691048],[128.32522869,35.46680861],[128.32543288,35.46667152],[128.32560046,35.46650447],[128.32572498,35.46631389],[128.32580166,35.46610709],[128.32582755,35.46589203]]]}"
6837352,"2023026","4872025000","48720003  ",경상남도 의령군3,경상남도 의령군 의령읍(서부삼거리 인근),3,3,0,1,2,0,128.258478419845,35.315819337294,"{""type"":""Polygon"",""coordinates"":[[[128.25982589,35.31561685],[128.2598,35.31540138],[128.25972332,35.3151942],[128.2595988,35.31500325],[128.25943123,35.31483589],[128.25922704,35.31469854],[128.25899408,35.31459648],[128.2587413,35.31453363],[128.25847842,35.31451241],[128.25821554,35.31453363],[128.25796276,35.31459648],[128.2577298,35.31469854],[128.25752561,35.31483589],[128.25735804,35.31500325],[128.25723352,35.3151942],[128.25715684,35.31540138],[128.25713095,35.31561685],[128.25715684,35.31583231],[128.25723352,35.31603949],[128.25735804,35.31623044],[128.25752561,35.3163978],[128.2577298,35.31653515],[128.25796276,35.3166372],[128.25821554,35.31670005],[128.25847842,35.31672127],[128.2587413,35.31670005],[128.25899408,35.3166372],[128.25922704,35.31653515],[128.25943123,35.3163978],[128.2595988,35.31623044],[128.25972332,35.31603949],[128.2598,35.31583231],[128.25982589,35.31561685]]]}"
6837355,"2023026","4873025000","48730001  ",경상남도 함안군1,경상남도 함안군 가야읍(말산리4222 인근),9,9,0,6,2,1,128.405872599744,35.275502838787,"{""type"":""Polygon"",""coordinates"":[[[128.40722007,35.27530085],[128.40719418,35.27508528],[128.4071175,35.27487799],[128.40699298,35.27468695],[128.40682541,35.2745195],[128.40662122,35.27438208],[128.40638826,35.27427997],[128.40613548,35.27421709],[128.4058726,35.27419585],[128.40560972,35.27421709],[128.40535694,35.27427997],[128.40512398,35.27438208],[128.40491979,35.2745195],[128.40475222,35.27468695],[128.4046277,35.27487799],[128.40455102,35.27508528],[128.40452513,35.27530085],[128.40455102,35.27551642],[128.4046277,35.27572371],[128.40475222,35.27591475],[128.40491979,35.27608219],[128.40512398,35.27621961],[128.40535694,35.27632172],[128.40560972,35.2763846],[128.4058726,35.27640583],[128.40613548,35.2763846],[128.40638826,35.27632172],[128.40662122,35.27621961],[128.40682541,35.27608219],[128.40699298,35.27591475],[128.4071175,35.27572371],[128.40719418,35.27551642],[128.40722007,35.27530085]]]}"
