edge_id,dsi,width,rclass,btw,d_center,length,aadt_hat
1287,1.3165,8.0,4.0,7.652533609100311e-05,640.0913519232674,40.06587738202945,32285.94800207509
1288,1.3057,8.0,4.0,0.001405635987590486,675.515605158875,84.99779056606512,31224.216687297598
1289,1.4646,8.0,4.0,0.0010267580144777664,714.0861840516632,35.06508145699643,30433.726185052994
1290,1.4705,8.0,4.0,0.0008399689762150983,732.4700293606847,19.994751062780384,30083.139716944876
1291,1.4177,8.0,4.0,0.0014676835573940023,745.7565596660261,15.008238695801666,29782.05698204949
1292,1.561,8.0,4.0,0.0010739400206825234,762.9753507096046,34.986972529624865,29484.149480507982
1293,1.5655,8.0,4.0,0.005253360910031024,783.1836089690132,15.008274426849216,28996.03015828021
1294,1.6548,8.0,4.0,0.00020682523267838678,532.0526546842187,64.98655594712024,35168.16740688764
1295,1.5697,8.0,4.0,0.000814632885211996,499.25572511135874,69.87986681444828,36119.41179047092
1296,1.7336,8.0,4.0,0.001269648397104447,478.2957695310755,39.98908134224327,36822.199639836734
1297,1.6887,8.0,4.0,0.0014449327817993797,469.1795455972391,19.932118395688228,37148.8632911441
1298,1.73,8.0,4.0,0.004697259565667013,462.1716947704618,29.99967540522393,37299.12294773368
1299,1.6658,8.0,4.0,2.585315408479835e-06,456.63126334204736,24.98150371105409,38271.60129316199
1300,1.6856,4.0,4.0,0.00020682523267838678,761.5136892671783,39.91306031942404,28244.115464606937
1301,1.6438,4.0,4.0,0.00010367114788004137,750.671654800957,14.977185349356187,28490.270232890754
1302,1.9186,4.0,4.0,0.00041416752843846953,741.4377328394796,34.93987858681156,28553.40422433874
1303,1.5317,12.0,4.0,0.00020682523267838678,468.5638546111973,29.986722339769372,39212.890691127446
1304,1.4715,12.0,4.0,0.0006204756980351604,447.09079601904,35.034413797154926,39982.81425957536
1305,1.5,12.0,4.0,0.002205532574974147,423.36475153409936,45.00954394040828,40897.722503216755
1306,1.6621,12.0,4.0,0.000610134436401241,404.02856533888394,24.981747139045712,41963.04910207993
1307,1.5656,12.0,4.0,0.005874095139607033,392.77516881100405,14.992083575808179,42276.39102027081
