point_id,dsi_refined,dsi_static_n,v_pt,v_norm,veh_extra_occ,p_norm,p_resid,dsi_dynamic,dsi_t,d_near
22909,1.5307,0.43870717937903414,7121.526283483749,0.43398761805064073,0.0112999999999999,0.03552855804360242,0.3928118880313328,0.4091998285790174,0.4195274013590232,315.4261035657664
22911,1.6885,0.6205511323761751,7122.159403426697,0.43405063516595305,0.0165,0.051877982984021694,0.4274277157009561,0.4300636376480249,0.49673426080287747,320.5501336650895
22914,1.7515,0.6931504292001289,7123.4168340529095,0.4341757925735686,0.0133999999999999,0.042131210423386994,0.4067503743808317,0.41766569082154104,0.5140853492540468,327.95381244772915
22916,1.4038,0.2924714529193561,7124.458410627824,0.43427946511122745,0.1357,0.4266571085413177,0.8854970625503974,0.7059124587696077,0.5612081067220197,332.9771744144107
22917,1.1867,0.04229197132443034,7141.0115025740215,0.43592706461518427,0.194,0.6099593150848611,0.9564278308950581,0.7492685259156683,0.501826731808735,334.3148059791682
22918,1.2562,0.1223816717889505,7141.0284496366285,0.4359287514282605,0.0692,0.2175731165148061,0.7000345582306186,0.5949204471232801,0.4295318757562647,333.26096829450006
22920,1.7949,0.7431632781232969,7140.853872134982,0.43591137498849625,0.004,0.012576480723399197,0.3273816380601313,0.37057647335762056,0.5009818550256072,331.8052462073751
22922,1.7465,0.6873885802458468,7140.376941333719,0.4358639040414286,0.0335999999999999,0.10564243807655295,0.5279057712245133,0.4912731080856456,0.5599135233417161,331.3089116726192
22924,1.3268,0.20373897902341281,7139.73422289521,0.43579993154711083,0.1084,0.34082262760411824,0.8234362400645087,0.6691569892745843,0.5062606856866743,331.3703652661445
22926,1.3296,0.20696561443781067,7139.002146457681,0.4357270648718545,0.1422999999999999,0.44740830173492613,0.8982260108282456,0.714151430337602,0.536636394772675,331.74206783098265
22929,1.483,0.3837391403551837,7137.88884536145,0.43561625328814146,0.1237999999999999,0.3892420783892048,0.8595495910609376,0.6908241226273648,0.5833443788321014,332.70128586671564
