point_id,dsi_refined,dsi_static_n,v_pt,v_norm,veh_extra_occ,p_norm,p_resid,dsi_dynamic,dsi_t,d_near,disp,dyn_conf
132,1.1936,0.05024332288133944,5971.426517145629,0.31951330650336696,0.0002999999999999,0.0009432360542546254,0.299475866835618,0.3074507678233821,0.21742816209366717,409.7800260783904,3.979457064491174,1
133,1.15,0.0,5969.8708085139615,0.3193584602197742,0.002,0.006288240361699599,0.32764082478977075,0.32434444369091214,0.2108238883990929,414.6458984968866,3.979457064491174,1
134,1.2231,0.08423823171160354,5968.308576240894,0.3192029646104622,0.0046999999999999,0.014777364849993741,0.3652229005874899,0.3469069660686329,0.25497290904367265,419.514925195066,3.979457064491174,1
136,1.2013,0.05911657027093382,5965.170437316353,0.31889061232291216,0.0066999999999999,0.02106560521169334,0.3842587259532312,0.3582422167283642,0.2535482404682636,429.2620121711771,3.979457064491174,1
139,1.2084,0.06729839578601417,5960.448368700959,0.31842060478995926,0.0006,0.0018864721085098794,0.3059267365510886,0.3108992961101591,0.22563898099670837,443.0494050655864,3.979457064491174,1
142,1.15,0.0,5957.905098015502,0.3181674622632696,0.0,0.0,0.15099066927773297,0.21752703288597655,0.14139257137588476,451.08970243599987,3.979457064491174,1
143,1.1988,0.05623564579379286,5956.792402829671,0.31805671098839067,0.0145999999999999,0.04590415464040676,0.4428637253772607,0.39319053365049045,0.27525632290064633,455.46888653208475,3.979457064491174,1
145,1.2365,0.09967998690907923,5954.515015979623,0.3178300330084306,0.001,0.0031441201808497994,0.3125215988941366,0.3146343556716256,0.23940032660473437,464.26488183852655,3.979457064491174,1
147,1.159,0.0103713281177078,5952.178681286362,0.31759748769942087,0.0014999999999999,0.004716180271274384,0.32064278308950583,0.31943075552425204,0.21125995593196156,473.1087131075523,3.979457064491174,1
150,1.1563,0.007259929682395588,5948.408640635425,0.317222239550823,0.0013,0.004087356235104739,0.31833890104826634,0.31789446977228386,0.20917238074082298,486.5532065205758,3.979457064491174,1
151,1.15,0.0,5946.5696475647555,0.3170391967645651,0.0082,0.025781785482968358,0.39793802557309066,0.3657402917072975,0.23773118960974338,491.36002713835234,3.979457064491174,1
154,1.1534,0.003918057288911864,6983.4344815821605,0.42024275485208634,0.0,0.0,0.1098663748416081,0.23339617408577845,0.15307883320687515,505.8029623786227,3.6934419488123447,1
155,1.2217,0.08262491400440448,6989.1642472520125,0.42081306275021935,0.0015,0.004716180271274699,0.2981799331874208,0.3469879187534146,0.2544608670912611,510.6244120701426,3.6934419488123447,1
158,1.2735,0.14231766917076644,7004.546318381745,0.4223441055817067,0.0006,0.0018864721085098794,0.2857965672157586,0.34014248748540593,0.2709038010752821,525.4755394078472,3.6934419488123447,1
160,1.2202,0.08089635931811981,7014.7518897234595,0.4233599094167159,0.0055999999999999,0.017607073012758562,0.34356640939983873,0.37532422240655583,0.27227447032560326,535.4662184026163,3.6934419488123447,1
162,1.1526,0.00299616145622684,7024.455674469089,0.4243257683018939,0.0249999999999999,0.07860300452124468,0.47736435894482204,0.4562549998689367,0.2976144064244883,545.3451866331915,3.6934419488123447,1
163,1.1757,0.029615903625009724,7029.448383521814,0.42482271382635595,0.0711,0.22354694485842072,0.7063414353185117,0.5942969841646337,0.39665860597576535,550.2836742991362,3.6934419488123447,1
166,1.1981,0.05542898694019321,7525.972845924687,0.4742439011559766,0.0303,0.09526684147974893,0.49311715240179704,0.4856055984059605,0.3350437843929419,565.1056282221725,3.6934419488123447,1
167,1.2698,0.13805390094459769,7535.436872343077,0.4751858958771476,0.0571,0.17952926232652353,0.6323004262181776,0.5697688431424477,0.4186686133732002,570.048349409518,3.6934419488123447,1
169,1.3182,0.19382859882204778,7554.014476384782,0.47703500366337304,0.0403999999999999,0.12702245530633158,0.5474023729985025,0.5193961600031209,0.4054475135897453,579.759020985447,3.6934419488123447,1
172,1.1779,0.03215111716489379,7578.584435235448,0.4794805559593536,0.0255,0.08017506461166987,0.46227393157470337,0.4691221680797942,0.31618230025957905,593.0096315373187,3.6934419488123447,1
174,1.1586,0.009910380201365287,7585.513214162804,0.48017020673643157,0.0284,0.0892930131361343,0.48033060707291786,0.48026676773899635,0.3156420321008255,597.3758615435745,3.6934419488123447,1
177,1.2164,0.07651735411286543,7588.636596997698,0.4804810902877442,0.0630999999999999,0.19839398341162204,0.6550224628499021,0.5855549965701632,0.407391821710109,600.4376031941139,3.6934419488123447,1
181,1.1854,0.04079389059631692,7593.162288644659,0.48093155158747203,0.0163999999999999,0.051563570965936396,0.4057424259877894,0.4356676979764631,0.29746186539341196,603.6073233199966,3.6934419488123447,1
182,1.2541,0.11996169522815206,7594.169824643592,0.48103183592211196,0.0,0.0,0.09261605805782744,0.24720553764781267,0.20267019280093146,604.3869387358136,3.6934419488123447,1
183,1.2308,0.09311147910119766,7595.228930376882,0.4811372532113097,0.0,0.0,0.09258725953231195,0.24723015701655304,0.19328861974617867,605.2068593985357,3.6934419488123447,1
185,1.3312,0.20880940610318097,7597.5037578506635,0.4813636764456861,0.0,0.0,0.09252966248128096,0.2472856000391142,0.23381893216153757,606.9669550814303,3.6934419488123447,1
186,1.2747,0.143700512919794,7598.720344298207,0.4814847684588284,0.0165,0.051877982984021694,0.40683676995737816,0.4365466733609554,0.33405051720654894,607.9067819244125,3.6934419488123447,1
187,1.4123,0.30226659614163576,7599.990228652648,0.48161116543887655,0.0441,0.13865569997547617,0.5657758322773874,0.5322782948756601,0.4517742003187516,608.8862179903622,3.6934419488123447,1
188,1.6439,0.5691554397039794,7601.198625750406,0.4817314423312735,0.0083,0.026096197501053336,0.3480877779057712,0.40127795634712116,0.4600350755220216,609.8571607906165,3.6934419488123447,1
191,1.7055,0.6401414188207342,7602.073056781351,0.48181847816346196,0.0,0.0,0.09250086395576547,0.2474492744104287,0.3848915249540356,611.4466951335177,3.6934419488123447,1
